Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,41040.99563,3.0,146.35823,0.72678,0.10939,0.73497,-8.55978
35C02,II,41041.23263,3.0,115.77804,0.7433,0.11529,0.75219,-8.8167
35C02,II,41041.46663,3.0,91.6721,0.75919,0.11918,0.76849,-8.92177
35C02,II,41041.71163,3.0,72.51701,0.77598,0.12554,0.78607,-9.18964
35C02,II,41041.94063,3.0,57.36816,0.79699,0.13268,0.80796,-9.4519
35C02,II,41042.17763,3.0,45.3629,0.8173,0.14183,0.82951,-9.84501
35C02,II,41042.40963,3.0,35.93134,0.83657,0.14796,0.84955,-10.03015
35C02,II,41042.66063,3.0,28.40909,0.86532,0.15384,0.87888,-10.08073
35C02,II,41042.87463,3.0,22.48202,0.89266,0.16014,0.90691,-10.1703
35C02,II,41043.13963,3.0,17.79613,0.9192,0.16423,0.93376,-10.13015
35C02,II,41043.39163,3.0,14.06813,0.95826,0.16886,0.97302,-9.99379
35C02,II,41043.60763,3.0,11.1448,0.98248,0.1568,0.99491,-9.06752
35C02,II,41043.87563,3.0,8.81772,1.02351,0.15035,1.0345,-8.35687
35C02,II,41044.05363,3.0,6.97545,1.04027,0.14485,1.0503,-7.92709
35C02,II,41044.27163,3.0,5.5173,1.05295,0.12372,1.06019,-6.70134
35C02,II,41044.54063,3.0,4.36941,1.07677,0.09693,1.08112,-5.14367
35C02,II,41044.87563,3.0,3.45686,1.10708,0.08534,1.11036,-4.40789
35C02,II,41045.29463,3.0,2.73547,1.12255,0.08992,1.12615,-4.57994
35C02,II,41045.81963,3.0,2.16054,1.1195,0.09342,1.12339,-4.77018
35C02,II,41046.47863,3.0,1.70952,1.1037,0.08613,1.10706,-4.46225
35C02,II,41047.30763,3.0,1.35352,1.09012,0.06225,1.09189,-3.26822
35C02,II,41048.35063,3.0,1.07079,1.09226,0.02826,1.09262,-1.4821
35C02,II,41049.66463,3.0,0.84734,1.11592,0.00078,1.11592,-0.04017
35C02,II,41051.31963,3.0,0.67072,1.14967,-0.00702,1.14969,0.35006
35C02,II,41053.40863,3.0,0.53067,1.18779,0.01315,1.18787,-0.63437
35C02,II,41056.04563,3.0,0.41976,1.20366,0.05854,1.20509,-2.78433
35C02,II,41059.37663,3.0,0.33183,1.18465,0.10969,1.18972,-5.29024
35C02,II,41063.58263,3.0,0.26261,1.135,0.13959,1.14355,-7.01154
35C02,II,41068.89063,3.0,0.20791,1.07496,0.13253,1.0831,-7.02862
35C02,II,41075.59563,3.0,0.16452,1.02961,0.08532,1.03314,-4.73709
35C02,II,41084.07163,3.0,0.13007,1.02329,0.01136,1.02335,-0.63577
35C02,II,41094.76164,3.0,0.10309,1.07759,-0.06427,1.0795,3.41304
35C02,II,41108.27564,3.0,0.08153,1.19719,-0.10272,1.20159,4.90427
35C02,II,41125.37364,3.0,0.06443,1.34472,-0.06715,1.3464,2.85886
35C02,II,41146.95964,3.0,0.05102,1.49794,0.09774,1.50113,-3.73306
35C02,II,41174.20264,3.0,0.04042,1.53634,0.36622,1.57939,-13.4076
35C02,II,41208.69764,3.0,0.03192,1.39442,0.64053,1.5345,-24.67179
35C02,II,41252.24464,3.0,0.02528,1.08686,0.76911,1.33146,-35.28487
35C02,II,41307.31065,3.0,0.01999,0.72869,0.65058,0.97685,-41.75894
35C02,II,57363.82511,4.0,20004.453,0.50011,-0.01973,0.5005,2.25969
35C02,II,57363.96811,4.0,15829.126,0.50859,-0.00202,0.50859,0.22773
